Date,LLM Response
01_15_2026,"{
  ""InformationTechnology"": 0.8,
  ""HealthCare"": 0.1,
  ""Financials"": 0.2,
  ""ConsumerDiscretionary"": 0.1,
  ""ConsumerStaples"": 0.0,
  ""Energy"": 0.3,
  ""Industrials"": 0.2,
  ""Materials"": 0.4,
  ""Utilities"": 0.0,
  ""RealEstate"": 0.2,
  ""CommunicationServices"": 0.4,
  ""Unknown"": 0.0
}"
01_16_2026,"{
  ""communication_services"": 0.35,
  ""consumer_discretionary"": 0.45,
  ""consumer_staples"": 0.1,
  ""energy"": -0.25,
  ""financials"": 0.4,
  ""health_care"": 0.15,
  ""industrials"": 0.3,
  ""information_technology"": 0.5,
  ""materials"": 0.05,
  ""real_estate"": 0.2,
  ""utilities"": 0.25
}"
01_20_2026,"{""Consumer Discretionary"":0.05,""Consumer Staples"":-0.1,""Energy"":0.15,""Financials"":0.22,""Health Care"":0.18,""Industrials"":0.12,""Information Technology"":0.28,""Materials"":0.08,""Real Estate"":-0.12,""Utilities"":0.09,""Communication Services"":0.2}"
01_21_2026,"{
  ""communication_services"": 0.15,
  ""consumer_discretionary"": 0.25,
  ""consumer_staples"": 0.1,
  ""energy"": 0.35,
  ""financials"": 0.2,
  ""health_care"": -0.05,
  ""industrials"": 0.3,
  ""information_technology"": 0.15,
  ""materials"": 0.4,
  ""real_estate"": -0.1,
  ""utilities"": 0.3
}"
01_23_2026,"{""Communication Services"":0.15,""Consumer Discretionary"":0.05,""Consumer Staples"":0.1,""Energy"":0.25,""Financials"":0.0,""Health Care"":0.05,""Industrials"":0.2,""Information Technology"":-0.1,""Materials"":0.1,""Real Estate"":0.0,""Utilities"":0.05}"
01_26_2026,"{
  ""Consumer Discretionary"": 0.1,
  ""Consumer Staples"": -0.1,
  ""Energy"": 0.15,
  ""Financials"": 0.05,
  ""Health Care"": 0.0,
  ""Industrials"": 0.0,
  ""Information Technology"": 0.2,
  ""Materials"": 0.35,
  ""Real Estate"": -0.05,
  ""Communication Services"": 0.05,
  ""Utilities"": 0.1
}"
01_28_2026,"{""Communication Services"":0.25,""Consumer Discretionary"":0.4,""Consumer Staples"":0.05,""Energy"":0.45,""Financials"":0.2,""Health Care"":0.1,""Industrials"":0.35,""Information Technology"":0.7,""Materials"":0.5,""Real Estate"":0.0,""Utilities"":-0.05}"
01_29_2026,"{""Communication Services"":0.68,""Consumer Discretionary"":0.57,""Consumer Staples"":0.18,""Energy"":0.46,""Financials"":0.12,""Health Care"":0.03,""Industrials"":0.39,""Information Technology"":0.73,""Materials"":0.81,""Real Estate"":0.08,""Utilities"":0.21}"
01_02_2026,"{""Communication Services"":0.2,""Consumer Discretionary"":0.1,""Consumer Staples"":0.05,""Energy"":0.15,""Financials"":0.25,""Health Care"":0.1,""Industrials"":0.2,""Information Technology"":0.75,""Materials"":0.45,""Real Estate"":0.0,""Utilities"":0.1}"
01_30_2026,"{
  ""communication_services"": 0.1,
  ""consumer_discretionary"": 0.15,
  ""consumer_staples"": 0.0,
  ""energy"": -0.2,
  ""financials"": -0.25,
  ""health_care"": -0.05,
  ""industrials"": 0.05,
  ""information_technology"": 0.2,
  ""materials"": -0.15,
  ""real_estate"": -0.2,
  ""utilities"": -0.1
}"
01_05_2026,"{
  ""Communication Services"": 0.35,
  ""Consumer Discretionary"": 0.1,
  ""Consumer Staples"": 0.15,
  ""Energy"": 0.72,
  ""Financials"": 0.08,
  ""Health Care"": 0.22,
  ""Industrials"": 0.18,
  ""Information Technology"": 0.28,
  ""Materials"": 0.12,
  ""Real Estate"": -0.05,
  ""Utilities"": 0.02
}"
01_06_2026,"{""Communication Services"":0.64,""Consumer Discretionary"":0.52,""Consumer Staples"":0.08,""Energy"":0.31,""Financials"":0.12,""Health Care"":0.18,""Industrials"":0.41,""Information Technology"":0.86,""Materials"":0.29,""Real Estate"":0.22,""Utilities"":0.05}"
01_07_2026,"{""Communication Services"":0.35,""Consumer Discretionary"":0.25,""Consumer Staples"":0.1,""Energy"":0.2,""Financials"":0.18,""Health Care"":0.22,""Industrials"":0.3,""Information Technology"":0.55,""Materials"":0.4,""Real Estate"":0.15,""Utilities"":0.12}"
01_08_2026,"{""Communication Services"":0.15,""Consumer Discretionary"":0.1,""Consumer Staples"":-0.05,""Energy"":0.35,""Financials"":0.15,""Health Care"":0.05,""Industrials"":0.45,""Information Technology"":0.2,""Materials"":0.2,""Real Estate"":0.05,""Utilities"":0.1}"
02_10_2026,"{""Communication Services"":0.35,""Consumer Discretionary"":0.05,""Consumer Staples"":-0.15,""Energy"":0.2,""Financials"":0.1,""Health Care"":0.0,""Industrials"":0.15,""Information Technology"":0.45,""Materials"":0.1,""Real Estate"":-0.05,""Utilities"":0.1}"
02_12_2026,"{""Communication Services"":0.15,""Consumer Discretionary"":-0.05,""Consumer Staples"":0.45,""Energy"":0.1,""Financials"":-0.2,""Health Care"":0.05,""Industrials"":0.2,""Information Technology"":0.05,""Materials"":0.25,""Real Estate"":-0.35,""Utilities"":0.05}"
02_13_2026,"{
  ""Communication Services"": 0.32,
  ""Consumer Discretionary"": -0.18,
  ""Consumer Staples"": 0.78,
  ""Energy"": 0.22,
  ""Financials"": -0.31,
  ""Health Care"": 0.05,
  ""Industrials"": 0.18,
  ""Information Technology"": -0.46,
  ""Materials"": 0.12,
  ""Real Estate"": -0.34,
  ""Utilities"": 0.24
}"
02_17_2026,"{""communication_services"":0.28,""consumer_discretionary"":-0.12,""consumer_staples"":0.46,""energy"":0.18,""financials"":-0.3,""health_care"":0.12,""industrials"":0.16,""information_technology"":-0.44,""materials"":0.09,""real_estate"":-0.08,""utilities"":0.38}"
02_18_2026,"{""Communication Services"":0.1,""Consumer Discretionary"":0.2,""Consumer Staples"":0.35,""Energy"":0.15,""Financials"":-0.1,""Health Care"":0.0,""Industrials"":0.2,""Information Technology"":0.05,""Materials"":0.1,""Real Estate"":0.05,""Utilities"":0.0}"
02_19_2026,"{
  ""communication_services"": -0.05,
  ""consumer_discretionary"": 0.05,
  ""consumer_staples"": 0.25,
  ""energy"": 0.55,
  ""financials"": -0.1,
  ""health_care"": 0.05,
  ""industrials"": 0.15,
  ""information_technology"": 0.2,
  ""materials"": 0.1,
  ""real_estate"": -0.15,
  ""utilities"": 0.0
}"
02_20_2026,"{""Communication Services"":0.2,""Consumer Discretionary"":0.15,""Consumer Staples"":0.35,""Energy"":0.1,""Financials"":-0.35,""Health Care"":-0.2,""Industrials"":0.1,""Information Technology"":0.05,""Materials"":0.0,""Real Estate"":-0.1,""Utilities"":-0.05}"
02_23_2026,"{""Communication Services"":0.12,""Consumer Discretionary"":-0.18,""Consumer Staples"":-0.08,""Energy"":0.05,""Financials"":-0.22,""Health Care"":0.18,""Industrials"":-0.26,""Information Technology"":0.28,""Materials"":-0.31,""Real Estate"":-0.05,""Utilities"":0.02}"
02_24_2026,"{""Communication Services"":0.05,""Consumer Discretionary"":-0.25,""Consumer Staples"":0.1,""Energy"":0.35,""Financials"":-0.45,""Health Care"":0.15,""Industrials"":0.05,""Information Technology"":-0.2,""Materials"":0.2,""Real Estate"":0.1,""Utilities"":0.3}"
02_25_2026,"{""Communication Services"":0.12,""Consumer Discretionary"":0.18,""Consumer Staples"":0.24,""Energy"":0.28,""Financials"":-0.18,""Health Care"":0.05,""Industrials"":0.16,""Information Technology"":0.33,""Materials"":0.07,""Real Estate"":-0.14,""Utilities"":0.1}"
02_26_2026,"{
  ""S&P 500"": 0.05,
  ""Information Technology"": 0.12,
  ""Communication Services"": 0.03,
  ""Consumer Discretionary"": 0.01,
  ""Consumer Staples"": 0.02,
  ""Health Care"": 0.0,
  ""Financials"": 0.04,
  ""Industrials"": 0.06,
  ""Materials"": 0.05,
  ""Energy"": -0.04,
  ""Utilities"": 0.07,
  ""Real Estate"": -0.01
}"
02_27_2026,"{
  ""sector_sentiment"": {
    ""Information Technology"": 0.7,
    ""Communication Services"": 0.2,
    ""Consumer Discretionary"": -0.4,
    ""Consumer Staples"": 0.1,
    ""Financials"": -0.2,
    ""Health Care"": 0.1,
    ""Industrials"": 0.3,
    ""Energy"": -0.1,
    ""Materials"": -0.1,
    ""Real Estate"": 0.2,
    ""Utilities"": 0.1
  }
}"
02_02_2026,"{""Communication Services"":0.15,""Consumer Discretionary"":0.05,""Consumer Staples"":0.02,""Energy"":-0.35,""Financials"":0.1,""Health Care"":0.0,""Industrials"":0.08,""Information Technology"":-0.12,""Materials"":-0.25,""Real Estate"":-0.05,""Utilities"":0.0}"
02_03_2026,"{""communication_services"":0.55,""consumer_discretionary"":0.25,""consumer_staples"":-0.15,""energy"":0.35,""financials"":0.4,""health_care"":-0.2,""industrials"":0.1,""information_technology"":0.65,""materials"":0.3,""real_estate"":0.05,""utilities"":0.45}"
02_04_2026,"{""Communication Services"":0.55,""Consumer Discretionary"":0.15,""Consumer Staples"":0.35,""Energy"":0.05,""Financials"":-0.25,""Health Care"":0.4,""Industrials"":0.3,""Information Technology"":-0.6,""Materials"":0.2,""Real Estate"":0.1,""Utilities"":0.05}"
02_06_2026,"{
  ""Information Technology"": 0.15,
  ""Communication Services"": 0.05,
  ""Consumer Discretionary"": 0.1,
  ""Consumer Staples"": 0.05,
  ""Financials"": 0.02,
  ""Health Care"": -0.15,
  ""Industrials"": 0.08,
  ""Materials"": 0.06,
  ""Energy"": 0.03,
  ""Utilities"": 0.04,
  ""Real Estate"": 0.07
}"
02_09_2026,"{""communication_services"":0.85,""consumer_discretionary"":0.25,""consumer_staples"":0.15,""energy"":0.35,""financials"":0.55,""health_care"":-0.1,""industrials"":0.45,""information_technology"":0.2,""materials"":0.6,""real_estate"":0.05,""utilities"":0.1}"
03_10_2026,"{""Communication Services"":0.05,""Consumer Discretionary"":-0.15,""Consumer Staples"":0.02,""Energy"":0.35,""Financials"":0.0,""Health Care"":0.05,""Industrials"":-0.1,""Information Technology"":0.1,""Materials"":0.0,""Real Estate"":-0.05,""Utilities"":0.08}"
03_11_2026,"{""Communication Services"":0.05,""Consumer Discretionary"":-0.35,""Consumer Staples"":0.15,""Energy"":0.85,""Financials"":-0.1,""Health Care"":0.1,""Industrials"":-0.25,""Information Technology"":0.2,""Materials"":0.3,""Real Estate"":-0.2,""Utilities"":0.05}"
03_12_2026,"{
  ""communication_services"": 0.05,
  ""consumer_discretionary"": -0.1,
  ""consumer_staples"": 0.15,
  ""energy"": 0.85,
  ""financials"": -0.2,
  ""health_care"": 0.0,
  ""industrials"": -0.35,
  ""information_technology"": 0.1,
  ""materials"": 0.55,
  ""real_estate"": -0.25,
  ""utilities"": 0.1
}"
03_13_2026,"{
  ""communication_services"": -0.1,
  ""consumer_discretionary"": -0.25,
  ""consumer_staples"": -0.05,
  ""energy"": 0.8,
  ""financials"": -0.15,
  ""health_care"": 0.05,
  ""industrials"": -0.35,
  ""information_technology"": -0.3,
  ""materials"": 0.15,
  ""real_estate"": -0.2,
  ""utilities"": 0.1
}"
03_16_2026,"{""Communication Services"":0.1,""Consumer Discretionary"":-0.1,""Consumer Staples"":0.05,""Energy"":0.85,""Financials"":-0.35,""Health Care"":0.05,""Industrials"":-0.15,""Information Technology"":0.15,""Materials"":0.3,""Real Estate"":-0.25,""Utilities"":0.0}"
03_17_2026,"{
  ""communication_services"": 0.25,
  ""consumer_discretionary"": 0.35,
  ""consumer_staples"": -0.1,
  ""energy"": 0.75,
  ""financials"": -0.2,
  ""health_care"": 0.1,
  ""industrials"": -0.05,
  ""information_technology"": 0.55,
  ""materials"": 0.2,
  ""real_estate"": -0.15,
  ""utilities"": -0.05
}"
03_18_2026,"{""Communication Services"":0.15,""Consumer Discretionary"":-0.1,""Consumer Staples"":-0.35,""Energy"":0.85,""Financials"":-0.15,""Health Care"":-0.05,""Industrials"":0.1,""Information Technology"":0.2,""Materials"":0.25,""Real Estate"":-0.25,""Utilities"":-0.05}"
03_19_2026,"{""Consumer Discretionary"":-0.12,""Consumer Staples"":-0.06,""Energy"":0.82,""Financials"":-0.18,""Health Care"":0.05,""Industrials"":-0.22,""Information Technology"":0.14,""Materials"":-0.31,""Real Estate"":-0.25,""Utilities"":-0.16}"
03_20_2026,"{""Communication Services"":0.05,""Consumer Discretionary"":-0.35,""Consumer Staples"":0.1,""Energy"":0.9,""Financials"":-0.15,""Health Care"":0.05,""Industrials"":-0.1,""Information Technology"":-0.25,""Materials"":-0.05,""Real Estate"":-0.2,""Utilities"":0.1}"
03_24_2026,"{
  ""communication_services"": 0.05,
  ""consumer_discretionary"": 0.15,
  ""consumer_staples"": -0.1,
  ""energy"": 0.85,
  ""financials"": -0.05,
  ""health_care"": -0.1,
  ""industrials"": -0.2,
  ""information_technology"": 0.1,
  ""materials"": 0.05,
  ""real_estate"": -0.25,
  ""utilities"": -0.35
}"
03_02_2026,"{
  ""Information Technology"": -0.15,
  ""Health Care"": -0.05,
  ""Financials"": -0.2,
  ""Consumer Discretionary"": -0.65,
  ""Consumer Staples"": -0.1,
  ""Energy"": 0.85,
  ""Utilities"": -0.15,
  ""Industrials"": -0.35,
  ""Materials"": -0.05,
  ""Real Estate"": -0.3,
  ""Communication Services"": -0.2
}"
03_03_2026,"{""Consumer Discretionary"":-0.85,""Consumer Staples"":0.35,""Energy"":0.95,""Financials"":-0.65,""Health Care"":0.0,""Industrials"":-0.25,""Information Technology"":-0.55,""Materials"":0.15,""Real Estate"":-0.2,""Utilities"":-0.1}"
03_04_2026,"{""Communication Services"":-0.05,""Consumer Discretionary"":0.15,""Consumer Staples"":0.1,""Energy"":0.85,""Financials"":-0.25,""Health Care"":0.05,""Industrials"":0.1,""Information Technology"":0.0,""Materials"":0.2,""Real Estate"":-0.2,""Utilities"":0.1}"
03_05_2026,"{
  ""Information Technology"": 0.7,
  ""Energy"": 0.85,
  ""Utilities"": 0.25,
  ""Financials"": -0.15,
  ""Health Care"": 0.1,
  ""Consumer Discretionary"": -0.05,
  ""Consumer Staples"": 0.15,
  ""Industrials"": 0.05,
  ""Materials"": 0.1,
  ""Real Estate"": 0.2,
  ""Communication Services"": 0.45
}"
03_06_2026,"{
  ""Communication Services"": 0.08,
  ""Consumer Discretionary"": -0.24,
  ""Consumer Staples"": -0.12,
  ""Energy"": 0.78,
  ""Financials"": -0.28,
  ""Health Care"": -0.2,
  ""Industrials"": -0.34,
  ""Information Technology"": -0.18,
  ""Materials"": 0.12,
  ""Real Estate"": -0.36,
  ""Utilities"": -0.22
}"
03_09_2026,"{""Communication Services"":0.05,""Consumer Discretionary"":-0.45,""Consumer Staples"":-0.15,""Energy"":0.85,""Financials"":-0.35,""Health Care"":0.0,""Industrials"":-0.25,""Information Technology"":-0.1,""Materials"":0.25,""Real Estate"":-0.2,""Utilities"":-0.1}"
05_27_2025,"{""Communication Services"":0.15,""Consumer Discretionary"":-0.05,""Consumer Staples"":0.1,""Energy"":0.05,""Financials"":0.05,""Health Care"":0.0,""Industrials"":-0.1,""Information Technology"":0.2,""Materials"":-0.05,""Real Estate"":0.0,""Utilities"":0.05}"
05_28_2025,"{
  ""information_technology"": 0.2,
  ""communication_services"": 0.1,
  ""consumer_discretionary"": 0.15,
  ""consumer_staples"": 0.05,
  ""health_care"": -0.05,
  ""financials"": 0.1,
  ""industrials"": 0.0,
  ""materials"": -0.1,
  ""energy"": 0.0,
  ""utilities"": 0.05,
  ""real_estate"": -0.05
}"
05_29_2025,"{
  ""Communication Services"": 0.35,
  ""Consumer Discretionary"": 0.2,
  ""Consumer Staples"": -0.15,
  ""Energy"": 0.1,
  ""Financials"": 0.05,
  ""Health Care"": 0.0,
  ""Industrials"": -0.1,
  ""Information Technology"": 0.7,
  ""Materials"": -0.05,
  ""Real Estate"": 0.0,
  ""Utilities"": 0.0
}"
05_30_2025,"{
  ""Communication Services"": 0.15,
  ""Consumer Discretionary"": -0.1,
  ""Consumer Staples"": 0.05,
  ""Energy"": 0.12,
  ""Financials"": 0.08,
  ""Health Care"": 0.1,
  ""Industrials"": -0.05,
  ""Information Technology"": 0.02,
  ""Materials"": -0.08,
  ""Real Estate"": -0.12,
  ""Utilities"": 0.0
}"
06_10_2025,"{""Communication Services"":0.2,""Consumer Discretionary"":0.05,""Consumer Staples"":-0.15,""Energy"":-0.05,""Financials"":0.1,""Health Care"":0.0,""Industrials"":0.15,""Information Technology"":0.2,""Materials"":0.05,""Real Estate"":0.0,""Utilities"":0.05}"
06_11_2025,"{""Financials"":0.35,""Health Care"":0.1,""Information Technology"":0.28,""Communication Services"":0.22,""Consumer Discretionary"":0.18,""Consumer Staples"":0.05,""Energy"":0.12,""Utilities"":0.0,""Industrials"":0.14,""Materials"":0.26,""Real Estate"":0.08}"
06_12_2025,"{
  ""communication_services"": 0.1,
  ""consumer_discretionary"": -0.35,
  ""consumer_staples"": -0.05,
  ""energy"": -0.15,
  ""financials"": -0.25,
  ""health_care"": -0.2,
  ""industrials"": -0.3,
  ""information_technology"": 0.15,
  ""materials"": -0.1,
  ""real_estate"": -0.2,
  ""utilities"": 0.0
}"
06_13_2025,"{""Information Technology"":0.25,""Health Care"":0.0,""Financials"":0.1,""Consumer Discretionary"":-0.15,""Consumer Staples"":-0.05,""Energy"":0.85,""Industrials"":0.2,""Materials"":0.35,""Utilities"":0.05,""Real Estate"":-0.1,""Communication Services"":-0.05}"
06_16_2025,"{""S&P 500"":{""sentiment"":-0.15},""Information Technology"":{""sentiment"":0.12},""Health Care"":{""sentiment"":-0.28},""Financials"":{""sentiment"":-0.18},""Consumer Discretionary"":{""sentiment"":-0.2},""Consumer Staples"":{""sentiment"":-0.05},""Energy"":{""sentiment"":0.22},""Utilities"":{""sentiment"":-0.02},""Industrials"":{""sentiment"":-0.1},""Materials"":{""sentiment"":-0.12},""Real Estate"":{""sentiment"":-0.22},""Communication Services"":{""sentiment"":0.08}}"
06_17_2025,"{
  ""Communication Services"": 0.35,
  ""Consumer Discretionary"": -0.2,
  ""Consumer Staples"": 0.15,
  ""Energy"": 0.55,
  ""Financials"": 0.05,
  ""Health Care"": 0.1,
  ""Industrials"": 0.2,
  ""Information Technology"": 0.4,
  ""Materials"": 0.25,
  ""Real Estate"": -0.1,
  ""Utilities"": 0.05
}"
06_18_2025,"{
  ""Communication Services"": 0.1,
  ""Consumer Discretionary"": 0.0,
  ""Consumer Staples"": 0.05,
  ""Energy"": 0.2,
  ""Financials"": -0.05,
  ""Health Care"": 0.0,
  ""Industrials"": -0.1,
  ""Information Technology"": 0.15,
  ""Materials"": -0.05,
  ""Real Estate"": -0.2,
  ""Utilities"": -0.1
}"
06_20_2025,"{""Communication Services"":0.1,""Consumer Discretionary"":0.15,""Consumer Staples"":0.05,""Energy"":0.35,""Financials"":0.2,""Health Care"":0.0,""Industrials"":0.1,""Information Technology"":0.18,""Materials"":0.05,""Real Estate"":0.02,""Utilities"":0.12}"
06_23_2025,"{
  ""communication_services"": 0.05,
  ""consumer_discretionary"": -0.15,
  ""consumer_staples"": 0.0,
  ""energy"": 0.45,
  ""financials"": 0.05,
  ""health_care"": -0.1,
  ""industrials"": 0.1,
  ""information_technology"": 0.0,
  ""materials"": 0.05,
  ""real_estate"": -0.1,
  ""utilities"": 0.15
}"
06_24_2025,"{
  ""Communication Services"": 0.22,
  ""Consumer Discretionary"": 0.3,
  ""Consumer Staples"": 0.05,
  ""Energy"": -0.62,
  ""Financials"": 0.12,
  ""Health Care"": 0.18,
  ""Industrials"": 0.28,
  ""Information Technology"": 0.34,
  ""Materials"": 0.08,
  ""Real Estate"": 0.1,
  ""Utilities"": 0.14
}"
06_25_2025,"{""communication_services"":0.45,""consumer_discretionary"":0.25,""consumer_staples"":-0.15,""energy"":0.2,""financials"":0.35,""health_care"":0.05,""industrials"":0.4,""information_technology"":0.55,""materials"":0.3,""real_estate"":0.1,""utilities"":0.05}"
06_26_2025,"{""Communication Services"":0.2,""Consumer Discretionary"":0.15,""Consumer Staples"":0.05,""Energy"":0.0,""Financials"":0.35,""Health Care"":0.1,""Industrials"":0.25,""Information Technology"":0.45,""Materials"":0.1,""Real Estate"":0.05,""Utilities"":0.15}"
06_27_2025,"{""communication_services"":0.2,""consumer_discretionary"":0.45,""consumer_staples"":0.15,""energy"":0.35,""financials"":0.2,""health_care"":0.1,""industrials"":0.3,""information_technology"":0.65,""materials"":0.15,""real_estate"":0.05,""utilities"":0.2}"
06_30_2025,"{
  ""Communication Services"": 0.55,
  ""Consumer Discretionary"": 0.3,
  ""Consumer Staples"": -0.05,
  ""Energy"": 0.1,
  ""Financials"": 0.35,
  ""Health Care"": -0.15,
  ""Industrials"": 0.2,
  ""Information Technology"": 0.6,
  ""Materials"": -0.2,
  ""Real Estate"": -0.1,
  ""Utilities"": -0.45
}"
06_03_2025,"{
  ""communication_services"": 0.25,
  ""consumer_discretionary"": -0.05,
  ""consumer_staples"": 0.15,
  ""energy"": -0.1,
  ""financials"": 0.05,
  ""health_care"": -0.05,
  ""industrials"": 0.0,
  ""information_technology"": 0.3,
  ""materials"": -0.15,
  ""real_estate"": -0.05,
  ""utilities"": 0.2
}"
06_04_2025,"{
  ""Communication Services"": 0.2,
  ""Consumer Discretionary"": 0.15,
  ""Consumer Staples"": 0.05,
  ""Energy"": 0.1,
  ""Financials"": 0.25,
  ""Health Care"": 0.1,
  ""Industrials"": 0.2,
  ""Information Technology"": 0.3,
  ""Materials"": 0.0,
  ""Real Estate"": 0.05,
  ""Utilities"": 0.05
}"
06_05_2025,"{""CommunicationServices"":0.28,""ConsumerDiscretionary"":0.12,""ConsumerStaples"":0.05,""Energy"":-0.08,""Financials"":0.1,""HealthCare"":0.02,""Industrials"":-0.12,""InformationTechnology"":0.42,""Materials"":-0.05,""RealEstate"":0.03,""Utilities"":0.08}"
06_06_2025,"{""Consumer Discretionary"":0.15,""Consumer Staples"":0.05,""Energy"":0.08,""Financials"":0.12,""Health Care"":0.18,""Industrials"":0.22,""Information Technology"":0.28,""Materials"":0.1,""Real Estate"":0.07,""Utilities"":0.04,""Communication Services"":0.16}"
06_09_2025,"{
  ""communication_services"": 0.72,
  ""consumer_discretionary"": 0.38,
  ""consumer_staples"": 0.1,
  ""energy"": 0.18,
  ""financials"": 0.22,
  ""health_care"": 0.05,
  ""industrials"": -0.05,
  ""information_technology"": 0.78,
  ""materials"": 0.12,
  ""real_estate"": -0.08,
  ""utilities"": 0.03
}"
07_10_2025,"{""Communication Services"":0.15,""Consumer Discretionary"":0.05,""Consumer Staples"":0.1,""Energy"":0.2,""Financials"":0.05,""Health Care"":0.0,""Industrials"":0.1,""Information Technology"":0.45,""Materials"":0.35,""Real Estate"":-0.15,""Utilities"":0.0}"
07_11_2025,"{
  ""Communication Services"": 0.15,
  ""Consumer Discretionary"": 0.2,
  ""Consumer Staples"": 0.1,
  ""Energy"": -0.05,
  ""Financials"": 0.18,
  ""Health Care"": 0.12,
  ""Industrials"": 0.05,
  ""Information Technology"": 0.28,
  ""Materials"": -0.1,
  ""Real Estate"": 0.02,
  ""Utilities"": 0.03
}"
07_14_2025,"{
  ""Consumer Discretionary"": -0.1,
  ""Consumer Staples"": 0.05,
  ""Energy"": -0.05,
  ""Financials"": -0.2,
  ""Health Care"": -0.15,
  ""Industrials"": -0.25,
  ""Information Technology"": -0.1,
  ""Materials"": -0.3,
  ""Real Estate"": -0.05,
  ""Utilities"": 0.0,
  ""Communication Services"": 0.1
}"
07_15_2025,"{
  ""Communication Services"": 0.1,
  ""Consumer Discretionary"": 0.15,
  ""Consumer Staples"": 0.05,
  ""Energy"": -0.2,
  ""Financials"": 0.45,
  ""Health Care"": 0.1,
  ""Industrials"": 0.0,
  ""Information Technology"": 0.75,
  ""Materials"": 0.3,
  ""Real Estate"": -0.05,
  ""Utilities"": 0.0
}"
07_18_2025,"{
  ""Information Technology"": 0.72,
  ""Health Care"": 0.12,
  ""Financials"": 0.48,
  ""Consumer Discretionary"": 0.55,
  ""Consumer Staples"": 0.18,
  ""Energy"": 0.31,
  ""Industrials"": 0.26,
  ""Materials"": 0.22,
  ""Utilities"": 0.15,
  ""Real Estate"": 0.34,
  ""Communication Services"": 0.62,
  ""S&P 500"": 0.57
}"
07_01_2025,"{""Communication Services"":0.25,""Consumer Discretionary"":0.05,""Consumer Staples"":0.1,""Energy"":0.0,""Financials"":0.1,""Health Care"":0.05,""Industrials"":0.1,""Information Technology"":0.0,""Materials"":-0.05,""Real Estate"":0.0,""Utilities"":0.15}"
07_21_2025,"{""Consumer Discretionary"":0.3,""Consumer Staples"":0.15,""Energy"":0.2,""Financials"":0.35,""Health Care"":0.05,""Industrials"":0.1,""Information Technology"":0.55,""Materials"":0.0,""Real Estate"":-0.05,""Utilities"":0.05}"
07_22_2025,"{""Communication Services"":0.2,""Consumer Discretionary"":0.1,""Consumer Staples"":0.25,""Energy"":0.0,""Financials"":0.15,""Health Care"":0.05,""Industrials"":0.1,""Information Technology"":0.05,""Materials"":0.0,""Real Estate"":-0.1,""Utilities"":0.0}"
07_23_2025,"{""Communication Services"":0.82,""Consumer Discretionary"":0.48,""Consumer Staples"":0.12,""Energy"":0.18,""Financials"":0.25,""Health Care"":0.05,""Industrials"":0.31,""Information Technology"":0.87,""Materials"":0.22,""Real Estate"":0.14,""Utilities"":0.08}"
07_24_2025,"{
  ""sector_sentiment"": {
    ""information_technology"": 0.82,
    ""communication_services"": 0.76,
    ""consumer_discretionary"": -0.36,
    ""consumer_staples"": -0.18,
    ""health_care"": 0.05,
    ""financials"": 0.18,
    ""industrials"": 0.12,
    ""materials"": 0.08,
    ""energy"": -0.12,
    ""utilities"": 0.14,
    ""real_estate"": 0.06
  }
}"
07_25_2025,"{""communication_services"":0.55,""consumer_discretionary"":0.35,""consumer_staples"":-0.1,""energy"":0.45,""financials"":0.2,""health_care"":0.0,""industrials"":0.15,""information_technology"":0.7,""materials"":0.25,""real_estate"":-0.3,""utilities"":0.1}"
07_28_2025,"{
  ""Information_Technology"": 0.8,
  ""Communication_Services"": 0.45,
  ""Consumer_Discretionary"": 0.35,
  ""Consumer_Staples"": 0.05,
  ""Energy"": 0.55,
  ""Financials"": 0.15,
  ""Health_Care"": 0.1,
  ""Industrials"": 0.25,
  ""Materials"": 0.2,
  ""Real_Estate"": 0.0,
  ""Utilities"": 0.1
}"
07_29_2025,"{
  ""Communication Services"": 0.22,
  ""Consumer Discretionary"": 0.12,
  ""Consumer Staples"": 0.05,
  ""Energy"": 0.18,
  ""Financials"": 0.16,
  ""Health Care"": -0.34,
  ""Industrials"": 0.09,
  ""Information Technology"": 0.28,
  ""Materials"": -0.08,
  ""Real Estate"": -0.15,
  ""Utilities"": 0.02
}"
07_02_2025,"{
  ""Communication Services"": 0.2,
  ""Consumer Discretionary"": 0.1,
  ""Consumer Staples"": -0.1,
  ""Energy"": 0.0,
  ""Financials"": 0.4,
  ""Health Care"": -0.5,
  ""Industrials"": 0.0,
  ""Information Technology"": 0.3,
  ""Materials"": 0.0,
  ""Real Estate"": -0.1,
  ""Utilities"": 0.0
}"
07_30_2025,"{""Communication Services"":0.72,""Consumer Discretionary"":0.38,""Consumer Staples"":0.12,""Energy"":0.08,""Financials"":0.22,""Health Care"":0.15,""Industrials"":0.18,""Information Technology"":0.78,""Materials"":-0.14,""Real Estate"":-0.18,""Utilities"":0.05}"
07_31_2025,"{""communication_services"":0.9,""consumer_discretionary"":0.75,""consumer_staples"":0.15,""energy"":0.1,""financials"":0.35,""health_care"":-0.2,""industrials"":0.3,""information_technology"":0.95,""materials"":0.05,""real_estate"":0.25,""utilities"":0.2}"
